Name, Identification Number,Country Code,Mutation,Disorder,Professional Exposure,Gender,Age,Age At Diagnosis,Age Of Death,Physician
Joyce Harder,4354340537751,QA,AATK,Deafness Onychodystrophy Osteodystrophy And Mental Retardation Syndrome;Pigmented Villonodular Synovitis Villonodular Synovitis,,M,45,45,100,Almeda Shoults
Janey Hilgefort,8515762235607,MZ,GPR152,Aortic Coarctation;Chagas Disease;Neuroepithelioma,Hydrogen sulfide,M,45,45,100,Bart Trott
Leonila Verrier,7673681575130,FI,C7,Alopecia Mental Retardation Syndrome 1,Hydrogen sulfide,M,45,45,100,Zane Mellin
Chandra Belgrave,7762676835585,GQ,DRD1,Aneurysm;Intracranial Berry;8 Aneurysm,,F,45,45,45,Misha Schindler
Misha Sanmiguel,6105561427182,FI,CYB5RL,Webb-Dattani Syndrome Hypoxia,,F,45,45,45,Lewis Agrawal
Glenna Schrimsher,1472503848886,RU,AUNX1,Moyamoya Disease - Short Stature - Facial Dysmorphism - Hypergonadotropic Hypogonadism T-Cell Prolymphocytic Leukemia,Diesel exhaust,F,45,45,100,Liza Sweatman
Juliann Burling,7155328151183,VU,GJA8,Malignant Teratoma;T-Cell Acute Lymphoblastic Leukemia;Somatic;Serous Cystadenocarcinoma,Toluene,M,45,45,100,Jeremy Biel
Noelle Stubblefield,0602048027824,CW,GRID2,Atopic Dermatitis Hepatitis C Virus,,M,45,45,100,Lyman Slavin
Tammera Colwell,0378536810247,US,DEL15Q15.3,Breast Cancer,,F,45,45,100,Ricarda Parrino
Aretha Newlin,6854834225064,TN,CSTB,Neuropathy;Hereditary Sensory;Type If;Spastic Paraplegia 3A;Spastic Paraplegia 3 Show all 4,,M,45,45,100,Elin Lemieux
Gertie McmonagleWayne Passman,4428678557188,FI,FMO2,Ehlers-Danlos Syndrome Dermatosparaxis Type Anosognosia,Arsenic,F,45,45,100,Bess Musil
Earl Caddell,6726203801017,AS,AGL,Pyogenic Granuloma;Chorioangioma;Twin-To-Twin Transfusion Syndrome,Diesel exhaust,F,45,45,100,Luanne Creamer
Paulene Vandervoort,5406114165000,ID,ANO1,Adult T-Cell Leukemia,Formaldehyde,M,45,45,45,Jess Lundin
Garfield Tooker,1315484451668,US,IYD,Major Depressive Disorder And Accelerated Response To Antidepressant Drug Treatment Major Depressive Disorder,Lead,M,45,45,45,Noe Westervelt
Luna Oloughlin,2373585818553,FI,CCDC22,Attention Deficit Hyperactivity Disorder,Lead,M,45,45,100,Hayley Pickrell
Nancey Hieb,5337551727707,US,AD7,MHC,Toluene,M,45,45,100,Fabiola Hust
Vada GlickErma Rybak,3708444751425,CK,ATP6V0A4,Wiskott-Aldrich Syndrome,Formaldehyde,F,45,45,100,Brianna Keltz
Young Meriwether,7785822068411,FI,ACY1,Asthma-Related Traits 4 Asthma,,M,45,45,45,Philip Maclin
Josephine Bunner,1723842166172,KW,FKBP4,Congenital Disorder Of Glycosylation Type 1H,13-Butadiene,M,45,45,100,Tiana WillertRashad Bull
Jon Hardaway,1720518243701,VE,FCRL6,Uterine Corpus Cancer,Lead,F,45,45,100,Bryant Kujawa
Isabelle Wassink,1312112216710,KI,HNRNPC,Hiv-1,,M,45,45,100,Ami Lampkin
Wilson Peaslee,3667166460137,RU,DLGAP3,Adrenoleukodystrophy;Spinocerebellar Degeneration;Addisons Disease,,M,45,45,100,Simone Schumacher
Tiny Habib,0440280313308,US,IL21R,Arrhythmogenic Right Ventricular Dysplasia 4 Arrhythmogenic Right Ventricular Cardiomyopathy,13-Butadiene,F,45,45,100,Donnetta Doonan
Todd Stannard,4025508188307,FI,KTCN6,Familial Idiopathic Steroid-Resistant Nephrotic Syndrome With Focal Segmental Hyalinosis,,M,45,45,100,Carleen Hough
Rochell Sandor,2883804520257,US,CECR1,Isobutyryl-Coa Dehydrogenase Deficiency,Hydrogen sulfide,F,45,45,100,Kendall Schutt
Dannielle Heffley,8674057060338,TZ,GABRB3,Vertebral Artery Insufficiency,,M,45,45,100,Jennie Matus
Lauretta Depriest,4202542860024,FI,GLMN,B-Cell Non-Hodgkin Lymphoma;High-Grade;Burkitts Lymphoma Show all 4,Lead,M,45,45,100,Brenda RubinoJona Goldsmith
Terrance Ormond,2602276246236,NO,KRT6C,Aneurysm;Intracranial Berry;3 Aneurysm,,F,45,45,45,Wyatt Lavery
Margene Jung,6307663822184,BD,CDCA2,Lung Squamous Cell Carcinoma,,F,45,45,100,Lesia Messing
Asa Rhymes,7423435383566,US,CLC,Urinary Schistosomiasis;Succinic Semialdehyde Dehydrogenase Deficiency;Intermediate Charcot-Marie-Tooth Neuropathy,,M,45,45,100,Aleshia Daw
Alejandra Walkes,6382257000676,US,GRIK5,Lung Squamous Cell Carcinoma,Hydrogen sulfide,M,45,45,100,Claire Urias
Adrianne Krom,5466863056301,US,CRLF1,Down Syndrome,,M,45,45,100,Suzann Spafford
Deangelo Vestal,7411542737626,DZ,CMAL,Hemolytic Anemia Due To Adenylate Kinase Deficiency;Hemolytic Anemia Nail-Patella Syndrome,,M,45,45,100,Stephan Saleh
Liliana Mckean,4830038382835,US,EPAS1,Acrocallosal Syndrome;Joubert Syndrome 12 Hydrolethalus Syndrome 2,Arsenic,M,45,45,100,Jill Hinesley
Ron Shouse,8313088675515,FI,JBS,Reticular Dysgenesis,Beryllium,M,45,45,100,Tyron Hakes
Cassi Camacho,8306417224520,PE,ASB16-AS1,Breast Cancer;11:22 Translocation Associated Breast Cancer,,F,45,45,100,Marybeth Patti
Josephine Bunner,3345306315566,FI,CUL4B,Bardet-Biedl Syndrome 10;Bbs10-Related Bardet-Biedl Syndrome,Hydrogen sulfide,M,45,45,45,Lesia Messing
Willy Horne,4277077510323,VA,KRT71,Systemic Lupus Erythematosus;Association With;Lupus Erythematosus Show all 4,Toluene,M,45,45,100,Brenda RubinoJona Goldsmith
Josephine Bunner,3466771115238,US,AC019117.1,Hypoaldosteronism,,F,45,45,100,Roosevelt Bilski
Gabriel Devall,1320230235601,MQ,AASTH15,Esophageal Cancer,Formaldehyde,F,45,45,100,Barbra Baumeister
Roberta Quezada,0718464245242,FI,KIR2DL3,Whim Syndrome,,M,45,45,100,Keitha Hagaman
Alina Finneran,1240226880587,TT,JRKL,Alopecia Areata 1 Alopecia,,F,45,45,100,Shelba Neely
Giuseppina Krell,4628410181085,UY,GNPDA2,Familial Hypocalciuric Hypercalcemia Type 3;Hypercalcemia Show all 4,,F,45,45,100,Lyda Hardegree
Cassi Camacho,1261327447452,RO,F7,Arrhythmogenic Right Ventricular Dysplasia 6,Hydrogen sulfide,M,45,45,100,Antonetta Osier
Roxana Monier,4821722227812,FI,IDDM13,Patau Syndrome,,F,45,45,100,Chelsea Pietsch
Willena Petroski,4545488585625,US,IBD24,Breast Cancer Melanoma,Chromium,F,45,45,100,Lupita Peachey
Claire Urias,4675632626623,FI,AOC1,Alzheimer Disease-14 Alzheimers Disease,,F,45,45,45,Ronna Tickle
Chere Serfass,8255454861534,AO,CLDN19,Male Infertility Due To Acrosin Deficiency Globozoospermia,,F,45,45,100,Shavon Muma
Suzanna Amar,2253685728546,JP,IL21R,Medium-Chain Acyl-Coenzyme A Dehydrogenase Deficiency;Fasting Hypoglycemia;Fatty Acid Oxidation Disorders,,M,45,45,100,Luana Villano
Bernardine Stansfield,8355413668002,RU,IBD9,Agrn-Related Congenital Myasthenic Syndrome;With Pre- And Postsynaptic Defects;Myasthenia;Limb-Girdle;Familial,Beryllium,M,45,45,100,Janet Gaillard
Gaylene Mcneese,1732345026357,SR,HOXB13,Laryngitis,Toluene,F,45,45,45,Mozella Wan
Pearle Basch,5733664106076,WS,HLA-W,Meningococcemia;Stenotrophomonas Maltophilia;Bacteremia,Lead,F,45,45,100,Rico Kyllonen
Mauro Aliff,7833074815550,VG,CALR,Colorectal Adenoma,,F,45,45,100,Rafael Alderson
Salvatore Pulsifer,8118188344370,GI,ASRT6,Muir-Torre Syndrome,Solvents,M,45,45,100,Marlys Brevard
Bernardine Stansfield,7801048803757,ML,CTRCT25,Usher Syndrome Type I,,M,45,45,45,Rafael Alderson
Genie Kolman,4504522765511,MY,EVI5,Argininosuccinic Aciduria;Lysinuric Protein Intolerance;Hyperargininemia,Diesel exhaust,F,45,45,100,Noe Westervelt
Echo Roeder,7048116611130,ME,AGK,Neuropathy;Arteritic Anterior Ischemic Optic Neuropathy;Non-Arteritic Anterior Ischemic Optic Neuropathy,Hydrogen sulfide,F,45,45,100,Tammera Colwell
Shari Amezquita,8632400180584,BS,ISG20,Mental Retardation;Autosomal Dominant 26 Leukemia;Acute Lymphoblastic 3,,F,45,45,100,Angelyn Romito
Kristopher Tingley,2557031570430,PN,CDC26,Retinitis Pigmentosa 2 Retinitis Pigmentosa,Hydrogen sulfide,F,45,45,100,Carmine Shanahan
Cruz Isenhour,2347021681131,VN,ALG3,Hypertension;Lung Cancer Prostate Cancer,,F,45,45,45,Edgardo Karst
Adell Matheson,4064381188472,CV,APPL2,Agrn-Related Congenital Myasthenic Syndrome;With Pre- And Postsynaptic Defects;Myasthenia;Limb-Girdle;Familial,Beryllium,M,45,45,100,Mellie Suydam
Thora Krikorian,3560038641634,US,CCNA1,Spindle Cell Hemangioma,Methylene chloride,M,45,45,100,Ann Bober
Dale Mccorkle,2052312353154,FI,CTRCT34,Periventricular Heterotopia With Microcephaly;Autosomal Recessive;Periventricular Nodular Heterotopia Show all 4,Toluene,F,45,45,100,Rafael Alderson
Kristopher Tingley,1031853761378,VC,FTO,Fetal Alcohol Syndrome,Toluene,F,45,45,100,Erick Bax
Noreen Sluss,6007215677180,FI,GLRA2,Bleeding Disorder;East Texas Type,Chromium,M,45,45,100,Pamila Campfield
Olympia Swartwood,0110261715586,RE,DUOXA1,Wilson Disease Menkes Disease,,M,45,45,100,Barton Snipes
Ismael Mcfaul,7521580628161,FI,ENSG00000206290,Keratoderma;Palmoplantar;Punctate Type Ia;Keratoderma Palmoplantar Keratosis,,F,45,45,100,Rochell Sandor
Teresa Tinkham,0640585840584,ZW,BTBD9,Urinary Schistosomiasis;Succinic Semialdehyde Dehydrogenase Deficiency;Intermediate Charcot-Marie-Tooth Neuropathy,,F,45,45,45,Fabiola Hust
Althea Larsen,2361505124238,FI,CELA3B,Breast Cancer Venezuelan Equine Encephalitis,Hydrogen sulfide,M,45,45,45,Dionne Cook
Janel Veatch,8017244056603,MV,ADAM17,Primary Biliary Cirrhosis,Hydrogen sulfide,F,45,45,100,Sharen Baran
Ruthe Dazey,0707434263023,US,C1R,Scurvy;Pigmented Villonodular Synovitis Villonodular Synovitis,,M,45,45,100,Almeda Shoults
Roxane Digby,2314604673878,US,ACTL7A,Osteopetrosis,,F,45,45,45,Lynell Degen
Von Scharf,2036070845273,FI,CYP2A,Osteoporosis,Hydrogen sulfide,F,45,45,100,Clora Faulk
Jacquelynn Rosendahl,2860482884053,FI,EVC,Oligodontia-Colorectal Cancer Syndrome;Axin2-Related Attenuated Familial Adenomatous Polyposis;Somatic,,M,45,45,100,Aide Holmgren
Barry Almquist,0250485466036,US,INSIG2,Complement Component 8 Deficiency Type 2 Complement Component 5 Deficiency,,F,45,45,100,Tamika Grange
Jacquelynn Rosendahl,5882463183005,FI,KIR2DL4,Infantile Onset Spinocerebellar Ataxia Spinocerebellar Ataxia Type 8,,F,45,45,100,Lupita Peachey
Almeda Shoults,5142448158004,IT,DDX6P2,Autism Susceptibility 7,,F,45,45,100,Adelaide Grizzell
Mariella Stermer,7127438260148,NI,APOC4,Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain And Eye Anomalies;Type A;11;12;1 Show all 4,13-Butadiene,M,45,45,45,Yuko Tapia
Bryant Kujawa,4771274112242,ML,AGRN,Phlebotomus Fever,Chromium,F,45,45,100,Louetta Bonds
Sharen Baran,3872883100140,TD,ATRX,Restless Legs Syndrome,,F,45,45,100,Novella Roby
Bart Trott,6732765726618,MG,BTC,Gastrointestinal Lymphoma,,F,45,45,45,Ron Shouse
Kallie Hedge,0880154315011,CO,ATP1B2,Adenoma;Thyroid Adenoma Precocious Puberty,,M,45,45,45,Claire Urias
Aja Deane,5317432426333,FI,COL18A1,Type 2A Von Willebrand Disease,,F,45,45,100,Rena HeggMelina Seiter
Kenyetta Jungers,0747517753058,NF,CLN3,Actinomycosis Azoospermia,Chromium,M,45,45,100,Shenika Caldwell
Laine Earnest,3148775618681,US,KTCN7,Intrahepatic Cholangiocarcinoma,,F,45,45,100,Sharen Baran
Renea Moreira,6365423224743,FI,ANGPT2,Atrioventricular Septal Defect 1 Atrioventricular Septal Defect,,M,45,45,100,Virgina Line
Lilla Schreffler,1318542185615,FI,ASRT8,Pancreatic Cancer 4;Hereditary Breast Ovarian Cancer;Fallopian Tube Cancer,Lead,F,45,45,100,Newton Fiscus
Margherita Ramsden,3484680153672,FI,EFS,Asthma-Related Traits 8 Asthma,,M,45,45,100,Veta Edinger
Abigail Hazan,7653177688317,US,INSRR,Autoimmune Disease 3 Vitiligo,,M,45,45,100,Dale Mccorkle
Felice Ohern,5280111555565,IQ,CTHRC1,Breast Cancer Sporadic Breast Cancer,Metals toxic,M,45,45,100,Lilla Schreffler
Joe Periera,5886033045007,LT,IBD3,Muir-Torre Syndrome,,F,45,45,100,Mellie Suydam
Jennie Matus,0008373414624,AT,CCL1,Ataxia;Olivopontocerebellar Atrophy;Amyotrophic Lateral Sclerosis Type 13,Arsenic,F,45,45,100,Vinita Moran
Corrina Alexandre,1771066804645,BS,AATK,Transitional Cell Carcinoma,Toluene,M,45,45,100,Phillis SolizCrissy Mcclinton
Honey Mcarthur,0073884177564,FI,ETNPPL,Post-Traumatic Stress Disorder;Carpal Tunnel Syndrome;Sudden Infant Death Syndrome,Methylene chloride,M,45,45,100,Ismael Mcfaul
Thresa Strey,6206883284400,US,HERC2P8,Breast Cancer,Beryllium,F,45,45,100,Maximina Cefalu
Kanesha Cramer,4035848226151,FI,CACNA2D1,Spastic Paraplegia 26 Spastic Paraplegia 26;Autosomal Recessive,Arsenic,F,45,45,100,Carleen Hough
Thresa Strey,8137023257168,US,LECT1,Parkinsonism With Spasticity;X-Linked;Mental Retardation;Syndromic;Hedera Type;Spasticity Show all 4,,M,45,45,100,Katheryn Shatzer
Leena Stoneking,4765386053671,SZ,HCRP1,Klippel-Trenaunay Syndrome;Coats Disease Proteus Syndrome,,M,45,45,45,Julianna Brownson
Lettie Bobadilla,3220125261880,RU,ATXN10,Aneurysm;Intracranial Berry;8 Aneurysm,,M,45,45,100,Eusebia Romans
Rafael Alderson,3343512405148,TN,DEFA5,Burkitts Lymphoma,Formaldehyde,F,45,45,100,Nidia Schaub
Darci Pleas,8180674344145,FK,AASTH25,Maturity-Onset Diabetes Of The Young Type11;Type 11;Keratolytic Winter Erythema,,F,45,45,100,Gwen Chiou
Layne Swearngin,3513372541564,FI,INTS8,Cat Eye Syndrome,,M,45,45,100,Nancey Hieb
Leland Catalan,2120151181857,IS,BNIP3L,Whim Syndrome,Asphalt fumes,F,45,45,100,Noe Westervelt
Grisel Failla,6381325508343,FI,GFAP,Bardet-Biedl Syndrome 1;Bbs1-Related Bardet-Biedl Syndrome,Formaldehyde,M,45,45,100,Isiah Campa
Rochell Sandor,2756407361184,KG,ERG,Burkitts Lymphoma Supravalvular Aortic Stenosis,,F,45,45,45,Kenyetta Jungers
Roberta Quezada,4341458628671,FI,COX4I2,Oligoarticular Juvenile Arthritis Polyarticular Onset Juvenile Idiopathic Arthritis,Toluene,M,45,45,45,Boyce Filler
Young Meriwether,6286711441480,FI,B4GALT5,Breast Adenoma,Lead,F,45,45,100,Noemi Gayles
Melina Botts,8351706800525,FI,AQP5,Adams-Oliver Syndrome 1;Oliver Syndrome Aplasia Cutis Congenita,,F,45,45,100,Aisha Champine
Suzann Spafford,5503621124854,US,CD34,Meningococcemia;Stenotrophomonas Maltophilia;Bacteremia,,F,45,45,100,Racquel Dragoo
Ninfa Jeon,2665454677542,SK,COL3A1,Amebiasis;Deafness;Digenic;Gjb2/gjb3;Autosomal Recessive 93 Show all 4,Arsenic,F,45,45,100,Melida Donaldson
Elisha ModlinKathleen Lavoie,0858674352340,MH,HNRNPA1P2,C4A Deficiency;Adult Respiratory Distress Syndrome;Neonatal Lupus Erythematosus,13-Butadiene,F,45,45,45,Roosevelt Bilski
Skye Verdin,4106362641423,ZW,CFTRP1,Roberts Syndrome;Spinocerebellar Ataxia Type 17 Neuronal Intranuclear Inclusion Disease,Lead,F,45,45,100,Dannie Pantano
Faustino Coury,6807772340706,MU,HLA-DRB5,Spindle Cell Hemangioma Cervical Cancer,,M,45,45,100,Prudence Mccorvey
Aleida Sylvain,6077531424558,US,ARF5,Atrioventricular Septal Defect 1 Atrioventricular Septal Defect,,M,45,45,100,Barton Snipes
Odette Korth,1044516710630,MQ,CMD1F,Hypertension,,M,45,45,100,Krissy Dow
Felicia Macken,1027430604807,US,ABHD5,Breast Cyst;Breast Fibroadenoma;Mucopolysaccharidosis Vi,Beryllium,F,45,45,100,Luanne Creamer
Miki Poindexter,2750033250517,VU,CT45A1,Sarcoidosis 2;Sarcoidosis 1,Formaldehyde,M,45,45,100,Felicia Macken
Aleida Sylvain,4410842207425,US,IGFBP3,Colon Cancer,Beryllium,M,45,45,100,Lidia Pilon
Dianna Bolen,2671685506737,FI,ANGPTL3,Anisometropia Amblyopia,,M,45,45,100,Thora Muncie
Violeta Allsup,5316067767524,FI,KMT2A,Autoimmune Disease 3 Vitiligo,,M,45,45,100,Earl Caddell
Fabiola Hust,2650045108462,MX,C19orf26,Hemolytic Anemia Due To Adenylate Kinase Deficiency;Hemolytic Anemia Nail-Patella Syndrome,,F,45,45,100,Joan Everitt
Clora Faulk,1447633526603,VU,KCNJ8,Dubin-Johnson Syndrome;Dysembryoplastic Neuroepithelial Tumor;Fallopian Tube Cancer,,M,45,45,100,Ute Bufkin
Melida Donaldson,0210325834250,SR,IBD27,Mn1;Acute Leukemia;Acute Myeloid Leukemia,,M,45,45,100,Cora Pond
Bart Trott,7500786812826,UY,AMELX,Smallpox,Arsenic,M,45,45,100,Barton Snipes
Cruz Isenhour,2043082431475,US,COL9A1,Fetal Alcohol Syndrome,,F,45,45,100,Odette Korth
Bronwyn Jarvie,8150751087177,US,BW32,Apperceptive Agnosia;Bardet-Biedl Syndrome 2,Toluene,F,45,45,100,Arminda Travers
Tyron Leija,4330016450483,CU,DEL15Q13.3,Sarcoidosis 2;Sarcoidosis 1,,M,45,45,45,Ronna Tickle
Misha Schindler,8317061070076,QA,GLC1P,Jugular Foramen Meningioma;Dentatorubral-Pallidoluysian Atrophy;Nodal-Related Visceral Heterotaxy,,M,45,45,100,Inez Huggins
Misha Sanmiguel,1244724352045,MM,FZD5,Intracranial Abscess;Casp10-Related Autoimmune Lymphoproliferative Syndrome;Centronuclear Myopathy 2,,F,45,45,45,Verdell Bulman
Marielle Pietrowski,0616534412784,FI,CYP4F3,Burkitts Lymphoma,,M,45,45,100,Debroah Ellzey
Rena HeggMelina Seiter,0747387852024,FI,KLLN,Retinitis Pigmentosa 2 Retinitis Pigmentosa,,F,45,45,100,Trudi Noonan
Barbra Baumeister,2124813807814,US,GREM1,Breast And Colorectal Cancer Colorectal Cancer,,M,45,45,100,Lesia Messing
Lynell Degen,6355018330533,MK,CELIAC9,Spindle Cell Hemangioma Brain Cancer,Lead,F,45,45,100,Zelda Hadaway
Althea Larsen,0755655501703,PH,CAPNS2,Mucopolysaccharidosis Vi Myeloid Leukemia,,F,45,45,100,Shonna Mixer
Shirleen Schrom,8154663445721,RO,ARHGAP17,Schizophrenia,,M,45,45,100,Leena Harm
Lexie Gillins,1778044072116,BT,DEL18P,Lcad Deficiency;Fatty Acid Oxidation Disorders Hypoglycemia,,F,45,45,100,Roxane Digby
Lauretta Depriest,2880846410427,HK,CTEPH1,Hypobetalipoproteinemia;Defective Apolipoprotein B-100;Apob-Related Familial Hypercholesterolemia;Autosomal Dominant,Metals toxic,F,45,45,100,Zelda Hadaway
Tyron Leija,2260327876070,US,FZD3,Autoimmune Disease 4,Diesel exhaust,F,45,45,45,Nyla Rolle
Constance Massengale,6683630373583,HU,CST3,Bazex-Dupre-Christol Syndrome,Asphalt fumes,F,45,45,100,Theodore Kincer
Gerard Rodriquez,0234354483371,GU,ABCC8,Hypercarotenemia And Vitamin A Deficiency;Autosomal Dominant Carotid Artery Occlusion,,F,45,45,100,Vinita Moran
Lesia Messing,6440115230866,RU,IFIH1,Spinocerebellar Ataxia;Olivopontocerebellar Atrophy,Diesel exhaust,M,45,45,45,Moshe Rames
Jodie Graves,8042423513204,MP,ANXA7,Spondylolysis;Ureteral Obstruction;Spondylolisthesis,,F,45,45,100,Janey Hilgefort
Jamie Glick,7113027173812,US,ASAP2,Aplasia Cutis Congenita Tauopathy,,M,45,45,100,Mariette Zeolla
Reggie Tibbetts,3818170007387,US,IDDM24,Williams-Beuren Syndrome Williams Syndrome,,M,45,45,45,Hermelinda Faw
Inez Huggins,2734316733360,MH,BCC2,Congenital Disorder Of Glycosylation Type 2D,13-Butadiene,F,45,45,45,Niki Michelle
Selene Mcgavock,5148532584624,FI,CHIT1,Joubert Syndrome 8;Arl13B-Related Joubert Syndrome;Asphyxiating Thoracic Dystrophy,Hydrogen sulfide,M,45,45,100,Leena Stoneking
Ilona Alegria,0714415147100,FI,ALDH7A1,Autoimmune Disease 4,,F,45,45,100,Cassy Stermer
Lewis Agrawal,8266760728160,US,HDAC9,Vitelliform Macular Dystrophy,,M,45,45,100,Bernardine Stansfield
Bernardine Stansfield,1262361517224,MH,HMX1,Mental Retardation;Autosomal Dominant;28,Formaldehyde,F,45,45,100,Shavon Muma
Kenyatta Marksberry,0832822037485,IS,HPE1,Spinocerebellar Ataxia 31 Ataxia,,M,45,45,100,Gilberte Neville
Mariella Stermer,5044408515757,ZW,CLUL1,Alopecia Areata 1 Alopecia,,F,45,45,100,Emelina Kappler
Cecil Chiles,6356074866437,MM,KRR1,Isolated Hyperchlorhidrosis Hypoxia,,M,45,45,100,Dinorah Mickey
Layne Swearngin,5304612667606,US,CCDC85B,Spindle Cell Hemangioma,,F,45,45,100,Rolande Troncoso
Liliana Mckean,6116461746641,AG,INPP5A,Breast Cancer,13-Butadiene,M,45,45,100,Philip Maclin
Felice Ohern,0366333243164,SM,ITC1,Dependent Personality Disorder,Arsenic,F,45,45,100,Grisel Failla
Verdell Bulman,5233103783412,FI,HPCX,Anal Sphincter Dysplasia,,M,45,45,100,Kenyetta Jungers
Kanesha Cramer,8857340188662,US,CPN1,Asthma,Diesel exhaust,F,45,45,100,Lahoma Laverriere
Lyman Slavin,2147874645245,FI,KLF11,Leukemia;Philadelphia Chromosome-Positive;Resistant To Imatinib;Chronic Myeloid Leukemia;Precursor T-Cell Acute Lymphoblastic Leukemia,Diesel exhaust,F,45,45,100,Joan Everitt
Rodger Luongo,5810015266857,MA,10-Feb,Hordeolum;Laryngeal Disease;Myocardial Infarction Show all 4,Lead,F,45,45,100,Lucie Farnsworth
Deadra Yao,2523372074144,FI,GNB1L,Adjustment Disorder,Asphalt fumes,F,45,45,100,Stefani Bachicha 
Wynona Doby,6575248081505,CH,DSC3,Apperceptive Agnosia;Bardet-Biedl Syndrome 2,,F,45,45,100,Josephine Bunner
Layne Swearngin,1003528387018,KN,ACTN1,Burkitts Lymphoma,Formaldehyde,F,45,45,100,Gaylene Mcneese
Rafael Alderson,0783524041524,VC,GC,Retinoblastoma,Arsenic,F,45,45,45,Audra Spore
Ayana Krupa,5474551782288,FI,COL26A1,Whim Syndrome,Toluene,F,45,45,100,Ricarda Parrino
Joyce Harder,5356673648161,RS,KRI1,Type 2 Diabetes Mellitus,Formaldehyde,M,45,45,100,Felice Ohern
Tilda Gulledge,2812223557626,US,ATOH7,Acdc;Chronic Pulmonary Heart Disease;Adiponectin Deficiency,,F,45,45,100,Kristopher Tingley
Erick Bax,5235746386516,SY,EEF1A2,Sphingolipidosis;Obstructive Jaundice;Farber Lipogranulomatosis,,M,45,45,100,Janey Hilgefort
Luanne Creamer,1568834405545,US,ENSG00000215641,Hordeolum,,F,45,45,100,Margret Bostic
Lauretta Depriest,4430113702344,HM,C19orf80,Exophthalmos,13-Butadiene,F,45,45,100,Liliana Mckean
Roosevelt Bilski,2633032066547,IM,CDR3,Follicular Lymphoma,Hydrogen sulfide,M,45,45,45,Cassy Stermer
Bessie Manzanares,7008425744672,US,DRD2,Mental Retardation;Autosomal Dominant 26 Leukemia;Acute Lymphoblastic 3,,M,45,45,45,Stanton Carlyle
Edwin Boettger,8620380251480,RU,CARF,Cystic Fibrosis,Lead,F,45,45,100,Keitha Hagaman
Afton Calnan,0483123575241,US,FH,Lupus Nephritis Bacterial Meningitis,Lead,M,45,45,100,Young Meriwether
Deangelo Vestal,8588226376320,NA,ARL11,Congenital Disorder Of Glycosylation Type 1C Protein-Losing Enteropathy,,F,45,45,45,Zane Mellin
Arminda Manley,1260465104782,PR,COL5A1,Cat Eye Syndrome,Solvents,F,45,45,100,Roberta Quezada
Nettie Raub,1032403151336,ZM,CLLS5,Angio Serpiginosum,Chromium,M,45,45,100,Adolph Kerwin
Damion Spang,7888100038165,NU,IFIT3,Aneurysm;Intracranial Berry;5 Aneurysm,Arsenic,M,45,45,100,Victoria Dame
Earl Caddell,7877353570033,FI,GRM6,Hypospadias,,F,45,45,100,Lahoma Laverriere
Brittni Carlsen,6214876118416,FI,CSF2RB,Seizures;Benign Familial Infantile;4,Methylene chloride,F,45,45,100,Sol Loper
Naida Gosney,4348016872083,CZ,CRLS1,Acetyl Coa Acetyltransferase 2 Deficiency;Thiolase Deficiency;Beta-Ketothiolase Deficiency Show all 4,Toluene,M,45,45,100,Shari Amezquita
Veta Edinger,5663406541610,FI,FGS5,Renal Dysplasia;Cystic Renal Dysplasia,Chromium,M,45,45,100,Lynn Caminiti
Carletta Houde,0618425352115,LV,HPR,Osteopetrosis,,F,45,45,100,Terrance Ormond
Vikki Chaney,5622138137426,FI,COHEN1,Cannabis Dependence,Methylene chloride,F,45,45,100,Adelaide Grizzell
Fatima Bucher,6337255215433,CL,AKT1,Listeriosis,Chromium,M,45,45,100,Suzann Spafford
Fatima Bucher,4330047253265,IE,CHRNB2,Autism Susceptibility 7,Methylene chloride,F,45,45,100,Thora Muncie
Cinthia Lichtman,7656752368125,FI,CSHL1,Ethylene Glycol Poisoning;Methanol Poisoning;Alcohol-Related Birth Defect,13-Butadiene,M,45,45,100,Boyce Filler
Mozella Wan,6532854538684,KR,EPB41L3,Alzheimers Disease,Asphalt fumes,F,45,45,100,Mariette Zeolla
Lonna Shehane,5034306161380,RU,HVBS7,Congenital Anosmia,Solvents,M,45,45,100,Nettie Raub
Florencio Poudrier,6634327683254,PA,ATG9B,Juvenile-Onset Dystonia;Baraitser-Winter Syndrome 1,,M,45,45,100,Luana Villano
Leena Harm,1240043017071,FI,GOT1,Dubin-Johnson Syndrome,Asphalt fumes,M,45,45,100,Ninfa Jeon
Verdell Bulman,2147423535117,SO,IL16,Microcornea; Myopic Chorioretinal Atrophy; And Telecanthus;Carotid Artery Occlusion Knobloch Syndrome,Methylene chloride,M,45,45,45,Jennell Cupit
Francina Fresquez,5557075408411,AQ,INHBC,Slowed Nerve Conduction Velocity;Ad,Metals toxic,F,45,45,100,Layne Garica
Zoe Upshur,0268132583306,VA,ENSG00000183214,Lennox-Gastaut Syndrome,Lead,F,45,45,100,Ebony Cobbs
Inga Harte,2511040054213,FI,AZU1,Schizoid Personality Disorder Alexithymia,Formaldehyde,M,45,45,100,Lashaunda Akin
Alfonso Widmer,8366337253442,FI,FABP4,Actinomycosis Azoospermia,,F,45,45,100,Mariam Reneau
