Name, Identification Number,Country Code,Mutation,Locus,Disorder,Professional Exposure,Professional Exposure Time, Gender,Age,Age At Diagnosis,Age Of Death,Physician
Monroe Dewall,3863230852035,SJ,COX6B1,Cantu Syndrome,9q33.2,,45,M,45,45,100,Noelia Quint
Katheryn Shatzer,8232826434030,AI,EPS8,Autosomal Dominant 14,4p16.3,Asphalt fumes,45,F,45,45,100,Verdell Bulman
Fatima Bucher,8630325646258,CV,BLID,Hepatocellular Carcinoma,11q13.2,Diesel exhaust,45,F,45,45,100,Adriana Nease
Lyda Hardegree,5813448215262,KH,GRIK1,Bbs4-Related Bardet-Biedl Syndrome,8q21.13,Diesel exhaust,45,F,45,45,100,Takako Mims
Young Meriwether,0672521301578,TT,C6orf211,Familial,4q31.21,Asphalt fumes,45,F,45,45,100,Jesenia Elsasser
Teresa Tinkham,5154042542558,MN,IRAK4,Bardet-Biedl Syndrome 10,19q13.2,,45,F,45,45,100,Misha Sanmiguel
Thresa Strey,1068658314177,KW,GRM1,Adult T-Cell Leukemia,19p13.3,,45,M,45,45,100,Reynalda Spinner
Kaycee Foye,0851631250763,MS,CASP9,Atopic 6,10p13,Beryllium,45,F,45,45,100,Nena Bosworth
Wyatt Lavery,8722703087002,LT,CDK2,Complement Component 5 Deficiency Sle Susceptibility,10p15.1,Solvents,45,F,45,45,100,Mindy Ringdahl
Yung Fitts,8531780340465,GD,BRD9,Long Qt Syndrome 4,9q34.13,Chromium,45,M,45,45,100,Magen Luczak
Rena HeggMelina Seiter,1172025144553,KE,AGRP,Mental Retardation,7q33,,45,F,45,45,100,Alejandra Walkes
Nicki Nevers,7686162511265,EC,FBXO32,Acute Myeloid Leukemia Hypoxia,3p14.2,,45,F,45,45,45,Alethea Spruill
Asley RaffaeleRosamaria Leyden,5733741085868,CV,GTF2H2,Punctate Type Ia,4,,45,M,45,45,100,Enola Fleenor
Shameka Goudy,5653600365636,IN,ANMA,Liver Cancer,7p15.3,Asphalt fumes,45,F,45,45,100,Phillis SolizCrissy Mcclinton
Dominica Eldred,5806753442760,GT,GATAD1,Ischemia,19q13.32,Hydrogen sulfide,45,F,45,45,100,Shira Zeledon
Ann Bober,1362723231737,SR,EHBP1,Beta-Ketothiolase Deficiency Show all 4,9p24.3,Beryllium,45,M,45,45,100,Dominga Schuldt
Shenika Caldwell,0443483710322,CV,KRT81,Sarcoidosis 2,11q25,,45,F,45,45,100,Brittni Carlsen
Trinh Lacasse,8175757036770,GD,DND1,Chronic Active Epstein-Barr Virus Infection,1p22.2,,45,F,45,45,100,Venice Lakey
Misha Schindler,8172178407466,TW,CTPS1,Lissencephaly,14q12,,45,F,45,45,100,Sophie Huntzinger
Ulrike Donaghy,0188148057337,AE,AASTH44,Alzheimer Disease-13 Alzheimers Disease,7p21.1,,45,F,45,45,100,Gilberte Neville
Julianna Brownson,6644788525460,TF,ARSA,Subacute Thyroiditis Amnestic Disorder,3q28,Diesel exhaust,45,M,45,45,100,Vada GlickErma Rybak
Fabiola Hust,1618410147307,TW,GEFSP6,Hypotrichosis Simplex,9q34,,45,M,45,45,100,Talitha Machado
Dannielle Heffley,5378211137666,LV,ENSG00000230034,Wolff-Parkinson-White Syndrome,7p22.3,,45,M,45,45,100,Miss Parra
Suzann Spafford,6376357767253,DZ,AHNAK2,Lung Cancer,7q11.23,Chromium,45,M,45,45,100,Bess Musil
Estela Stricker,3173210885224,BN,CUL3,Neurogenic Hypertension,2q14.2,,45,M,45,45,45,Vinita Moran
Mauro Aliff,7044822384805,LT,ALMS1P,Idiopathic 2,10q26.13,Arsenic,45,F,45,45,100,Beatrice Brice
Hayley Pickrell,6582662504402,KR,CD69,Asphyxiating Thoracic Dystrophy,11q13.4,Toluene,45,F,45,45,100,Delmy Squillace
Gilberte Neville,3567088672261,QA,CHML,Wiskott-Aldrich Syndrome,5p13.1,Metals toxic,45,M,45,45,100,Adell Matheson
Veta Edinger,6381787656012,TR,CYP1A1,Arrhythmogenic Right Ventricular Dysplasia 4 Arrhythmogenic Right Ventricular Cardiomyopathy,20q13.33,Toluene,45,M,45,45,100,Selene Mcgavock
Inez Huggins,6425054217430,IT,ATF2,Non-Arteritic Anterior Ischemic Optic Neuropathy,12q14.1,Asphalt fumes,45,F,45,45,100,Terrence Poulson
Abe Miranda,0640462547100,AS,CNGB3,Alzheimers Disease Alzheimer Disease 6,8q12.1,,45,F,45,45,100,Francina Fresquez
Aleida Sylvain,5538424233028,LB,HSCR5,Benign Familial Infantile,2q24,Formaldehyde,45,F,45,45,100,Jeraldine Ipock
Chrystal Steenbergen,7084814256547,SD,BRD7,1,10q22.2,,45,F,45,45,100,Leigha Donnell
Alethea Spruill,4306036741364,AF,ALG9,Benign Recurrent Intrahepatic Cholestasis 2,12q13.13,Solvents,45,F,45,45,100,Dianna Bolen
Bennie Bolles,2671271276661,SK,EIM,Trigeminal Neuralgia,1p34.3,Diesel exhaust,45,M,45,45,45,Luanne Turk
Corrina Alexandre,8258423375153,NR,LCE5A,Tetanus Neonatorum,6q22.31,,45,M,45,45,100,Brittni Carlsen
Janelle Muhammad,7640663614057,TF,DIAPH1,Isobutyryl-Coa Dehydrogenase Deficiency,4q13.3,Diesel exhaust,45,M,45,45,45,Kenyatta Marksberry
Bryant Kujawa,2678887524001,DO,KMT2E,Tracheitis Dermatophytosis,18q12.1,Formaldehyde,45,M,45,45,100,Luanne Turk
Clora Faulk,4676015287543,AL,LDLR,Aplasia Cutis Congenita Tauopathy,Xq21.1,Methylene chloride,45,F,45,45,100,Kenyatta Marksberry
Selene Mcgavock,0052825671878,BW,ALDH16A1,Erythrocytosis Due To Bisphosphoglycerate Mutase Deficiency,9p21.3,,45,M,45,45,100,Gia Hodak
Lavonne Rosebrook,7536746774101,SI,AASTH2,Isobutyryl-Coa Dehydrogenase Deficiency,Xq28,,45,M,45,45,100,Felecia Violette
Evelin Geer,0745567445830,AX,COPD19,Thalassemia,11q12.1,,45,M,45,45,45,Mauro Aliff
Estela Stricker,5647062821486,NZ,CCL7,Hypercholesterolemia Show all 4,17q21.2,Hydrogen sulfide,45,M,45,45,100,Kathaleen Soderquist
Delmy Squillace,8182350354416,IQ,ITK,Aortic Aneurysm,6p21.2,Arsenic,45,M,45,45,100,Monroe Dewall
Kim Dang,2535431384758,SC,CIMT,Acute Myeloid Leukemia,Xp22.2,,45,M,45,45,100,Beatrice Brice
Takako Mims,0578338315230,KY,CCM2L,Male Breast Cancer,17q21.31,Lead,45,F,45,45,45,Vikki Chaney
Sheilah Kinzer,6311538857611,PK,CKS1BP2,Hepatitis C,16q22.1,Formaldehyde,45,M,45,45,100,Terrence Poulson
Ellan Klopfenstein,6266718051602,BN,KAL1,Isolated Hyperchlorhidrosis Hypoxia,2q12.2,Metals toxic,45,F,45,45,100,Terrance Ormond
Sharen Baran,0318215418826,NP,CHEK2,Systemic Lupus Erythematosus,,,45,M,45,45,45,Barry Almquist
Margene Jung,5215406570020,BE,C1QC,Retinitis Pigmentosa 23 Joubert Syndrome 10,1q21.3,,45,F,45,45,100,Jacki Moss
Marybeth Patti,8875356358833,QA,CEMP1,Dysferlinopathy,10q24.32,Chromium,45,M,45,45,45,Hermelinda Faw
Gertie McmonagleWayne Passman,1836868767065,IM,AUTS12,Osteosarcoma,10q26.13,,45,F,45,45,100,Adell Matheson
Louetta Bonds,1533725308842,SL,DNAJC12,Lymphocele,7q11.21,Lead,45,F,45,45,100,Denisha Snelgrove
Boyce Filler,8561273053513,KW,CLLS5,Amyotrophic Lateral Sclerosis Type 13,4q35-qter,,45,M,45,45,100,Anjelica Danford
Shana Mayoral,4672202378288,VE,C4BPB,Hard Palate Cancer De Hauwere Syndrome,3p22.1,,45,M,45,45,100,Kendall Schutt
Carletta Houde,4276587375816,SE,GYPA,Inflammatory Bowel Disease 10,1p31.3,Diesel exhaust,45,M,45,45,100,Wilma Terrones
Clarine Crites,2418832863341,ME,IL18BP,Attention Deficit Hyperactivity Disorder,13q14.2,Hydrogen sulfide,45,M,45,45,100,Antonetta Osier
Kendall Schutt,4131157472856,GT,CXCL14,11,,,45,M,45,45,100,Jim Fabre
Cathleen Wilmoth,2454385085275,TM,GRDX,Anisomastia,7q36.1,Diesel exhaust,45,M,45,45,100,Niki Michelle
Luisa Bade,3001034448840,JO,AAGAB,Benign Paroxysmal Positional Nystagmus,10q26.13,13-Butadiene,45,M,45,45,100,Janel Veatch
Tilda Gulledge,7376863222303,CN,CASP1,Polyhydramnios,,,45,F,45,45,100,Bradford Hugley
Inell Dillman,0722566808353,KW,CTAGE7P,Bardet-Biedl Syndrome 5,6p22.2,Solvents,45,M,45,45,100,Francisco Papadopoulos
Genaro Stang,5010664401033,MY,GLRB,Alzheimer Disease Type 2 Alzheimers Disease,18q22.3-q23,Toluene,45,M,45,45,100,Corinne Garzon
Misha Schindler,7051424315500,ZW,HOXD3,Akinetic Mutism,1q43,Chromium,45,F,45,45,100,Delorse Holquin
Liliana Mckean,4206505734050,TC,DFNB93,Autosomal Recessive 3,8q24.3,Toluene,45,F,45,45,100,Zelda Hadaway
Newton Fiscus,0455147048338,US,COL11A2,Male Breast Cancer,17q21-q22,Formaldehyde,45,F,45,45,100,Lahoma Laverriere
Sharleen Caswell,3122477404051,ES,ENSG00000236560,Oculocutaneous Albinism Type 4 Melanoma,HSCHR6_MHC_DBBp21.33,,45,F,45,45,100,Rona Redner
Estell Heidrick,0713008657441,SY,ENDO1,Recessive Dystrophic Epidermolysis Bullosa,10q23-q24,,45,M,45,45,100,Estela Stricker
Melida Donaldson,0372486531101,PM,GPR37,Cat Eye Syndrome,19q13.4,,45,M,45,45,100,Leland Catalan
Carrie Klenk,5321458136360,CX,HCRP1,Hereditary Ataxia,17p13.3,Beryllium,45,F,45,45,100,Margeret Heims
Janelle Muhammad,5585034815242,KR,FCGR2A,Alzheimer Disease 17 Alzheimers Disease,11q13.1,,45,M,45,45,100,Roberto Mangum
Gilberte Neville,8533458142012,PH,AASTH24,Multiple Synostoses Syndrome,17q21.2,,45,M,45,45,100,Noelle Stubblefield
Brenda RubinoJona Goldsmith,3500335835540,MC,CHRNA2,Alzheimers Disease,20q13.13,Toluene,45,M,45,45,45,Bobbi Wilmes
Leonie Flach,3716748206250,BM,CDHR1,Infertility Male Infertility,1p36.21,Beryllium,45,M,45,45,100,Newton Fiscus
Lewis Agrawal,2062756517074,ZM,BRI3BP,Alzheimer Disease-13 Alzheimers Disease,3q27.1,Methylene chloride,45,F,45,45,100,Lauretta Depriest
Fatima Bucher,8605701745845,AT,ENSG00000231631,Farber Lipogranulomatosis,16q24.3,Methylene chloride,45,M,45,45,45,Pamila Campfield
Moshe Rames,5802567324535,BV,HOXD10,Colon Cancer,19p13.2,,45,M,45,45,100,Jon Hardaway
Jess Lundin,3474414316823,PY,CBS,Colon Cancer,14q12,,45,M,45,45,100,Aliza Pauli
Tyron Leija,8665226152475,JM,CD209,Pigmented Villonodular Synovitis Villonodular Synovitis,19p13.11,,45,F,45,45,45,Ismael Mcfaul
Roberta Quezada,4188312470224,TD,ERCC6,Hepatocellular Carcinoma,9q22.31,,45,M,45,45,100,Beatriz Ranger
Terrence Poulson,0103180552115,QA,FBN1,Central Nervous System Leukemia,20q11.21,Metals toxic,45,M,45,45,100,Elin Lemieux
Krissy Dow,5070302528843,BH,CD1B,Vertebral Artery Insufficiency,14q22.1,Chromium,45,M,45,45,45,Liza Aubin
Misha Schindler,5751104347173,VG,AGA3,Brain Cancer,9p21.1,,45,M,45,45,100,Carie Senecal
Tamika Liss,7705231866755,ES,DSCR10,Skin Lipoma,,,45,M,45,45,100,Mindy Ringdahl
Celestine Bird,4218257001264,MU,FRAXF,X-Linked,14q,,45,M,45,45,100,Luisa Bade
Yuri Soares,8247182785686,CD,HTLVR,Antiphospholipid Syndrome,7p13,Formaldehyde,45,M,45,45,100,Kenyatta Marksberry
Shalanda Stutz,8410643745567,BS,KLK15,Schizophrenia,,,45,M,45,45,100,Corazon Warren
Shameka Goudy,0770853633156,TK,GRID2,Papillary Thyroid Carcinoma,2p24.1,,45,M,45,45,100,Kanesha Cramer
Nicki Nevers,7781730145210,NU,FANCM,Adolescent Idiopathic Scoliosis,16q24.3,Metals toxic,45,F,45,45,100,Damion Spang
Emelina Kappler,8661412660245,GI,CSNK1A1L,X-Linked Sideroblastic Anemia X-Linked Sideroblastic Anemia With Ataxia,2q32.2,,45,M,45,45,100,Portia Frausto
Otelia Vreeland,8841366258036,KP,FDPS,Pyridoxine-Dependent Epilepsy Cortical Blindness,7q21.2,Toluene,45,M,45,45,100,Yuko Tapia
Tynisha Whittlesey,6880122560581,WS,CALN1,Locked-In Syndrome,19p13.2,,45,M,45,45,100,Cassy Stermer
Magen Luczak,1604074180724,AX,GGT6,Adenoma,22q11.1,Solvents,45,F,45,45,100,Shana Mayoral
Delmy Squillace,2856078580202,TJ,CDK5,Muir-Torre Syndrome,17q21.2,Toluene,45,M,45,45,100,Luanne Turk
Georgetta Chynoweth,8210061845153,GM,HMNJ,Alzheimer Disease-13 Alzheimers Disease,5q13.2,Lead,45,M,45,45,100,Simone Schumacher
Marcelene Dials,4131868681105,KW,GLIDR,Acute Myeloid Leukemia,3p22.2,,45,F,45,45,100,Victoria Dame
Katheryn Shatzer,1766838862683,MV,APAF1,Adiponectin Deficiency,9q34.2,Methylene chloride,45,M,45,45,100,Dannie Pantano
Bradford Hugley,6164031528328,TO,IDDM2,Urinary Tract Obstruction,,13-Butadiene,45,M,45,45,100,Dusti Molinari
Leonie Flach,3673766601184,VE,ANK2,Schizotypal Personality Disorder,10p,,45,M,45,45,100,Candace Prescott
Dominica Eldred,2682288625505,TJ,EPB41L2,Alternating Hemiplegia Of Childhood 2,11q13.2,,45,F,45,45,100,Maribel Parras
Giuseppina Krell,5345547686156,TD,GNAZ,Human Granulocytic Anaplasmosis,17q21.31,Methylene chloride,45,F,45,45,100,Caryn Brady
Rodger Luongo,7643133547537,YE,KRTAP1-1,Retinitis Pigmentosa 54,6p12.2,Lead,45,M,45,45,100,Theodore Kincer
Kitty Tempel,1874364656087,KZ,ANK3,Autoimmune Disease 3 Vitiligo,4q12,Methylene chloride,45,M,45,45,100,Marcelina Crume
Kaycee Foye,3280027534583,IN,ACY3,Familial Hdl Deficiency,21q21.3,Formaldehyde,45,F,45,45,100,Sharen Baran
Elton Fisch,3684780475270,ET,DUOXA2,Childhood Medulloblastoma,6p21.1,Hydrogen sulfide,45,F,45,45,100,Layne Garica
Willena Petroski,1644181522862,IN,DYDC2,Okamoto Syndrome,1q41,Arsenic,45,F,45,45,100,Lesia Messing
Kenda Mcgowan,3483586521864,SH,ENSG00000184494,Cannabis Abuse,6q22.1,Asphalt fumes,45,M,45,45,100,Honey Mcarthur
Ronna Tickle,4754556530331,SB,AGR3,Fatty Acid Oxidation Disorders Temporal Lobe Epilepsy,1p36.31-p36.13,Toluene,45,F,45,45,45,Jamison Murden
Adell Matheson,1132225357438,BV,BAMBI,Hepatitis C,8p11.23,Toluene,45,F,45,45,100,Elin Lemieux
Shari Amezquita,5285423023276,BL,HHATL,Oligoarticular Juvenile Arthritis Polyarticular Onset Juvenile Idiopathic Arthritis,8p22,,45,M,45,45,100,Kaycee Foye
Detra Melanson,4845676642358,JM,CMT2B,Bulimia Nervosa,2p21,,45,F,45,45,100,Magda Edmund
Jack Hungerford,6717877443454,VU,LAMC3,Cauda Equina Syndrome,5q35.3,,45,M,45,45,100,Detra Melanson
Moshe Rames,5528216853233,GP,HK2,Long Qt Syndrome 11 Long Qt Syndrome 1,9q32,Solvents,45,F,45,45,100,Echo Roeder
Gracie Test,4014116273403,DE,BCL7C,Subacute Cutaneous Lupus Erythematosus,22q12.2,,45,M,45,45,45,Alfonso Widmer
Elton Fisch,3053837460283,FO,KLK7,Breast Cancer Differentiating Neuroblastoma,Xp11.23,,45,F,45,45,100,Barbra Baumeister
Zora Estes,6823676858857,FO,CACNA2D4,Digenic,11q23.2,,45,M,45,45,100,Candi Rux
Boyce Filler,2601702585038,BZ,KRTAP10-9,Congenital Aphakia Anterior Segment Mesenchymal Dysgenesis,20q13.12,,45,F,45,45,100,Chrystal Steenbergen
Shelba Neely,1565230786656,SC,CMA1,Mental Retardation,6q14.1,,45,M,45,45,100,Jacquelynn Rosendahl
Tristan Pannone,5431466304182,GD,DPCR1,Acute Insulin Response Hyperglycemia,12q13.12,Arsenic,45,M,45,45,100,Skye Verdin
Moshe Rames,1525405078327,RO,CXCR1,Pancreatic Cancer,2q31.1,,45,F,45,45,100,Misha Schindler
Gabriel Devall,2056238285765,ES,DCC,Alzheimer Disease-15 Alzheimers Disease,9q22.32,,45,F,45,45,45,Stefani Bachicha 
Margret Bostic,6117865682587,BJ,CXCL12,Autoimmune Thyroid Disease 1,5q15,Solvents,45,M,45,45,45,Franchesca Ramer
Rochell Sandor,4670817670648,MT,DPP4,Orthostatic Intolerance,10p14,Lead,45,F,45,45,100,Gertie McmonagleWayne Passman
Rona Redner,2304421816616,KY,FGF21,Autosomal Recessive Spastic Paraplegia Type 66,16q24.3,Asphalt fumes,45,F,45,45,100,Livia Kroon
Katheryn Shatzer,8755164584183,BB,DCXR,Smallpox,7q21.11,,45,F,45,45,100,Adolph Kerwin
Reinaldo Ye,6821386160644,RU,ASDP,Hypoxia,5q31.1,,45,F,45,45,100,Asley RaffaeleRosamaria Leyden
Martine Modeste,1778148416745,LY,ALDH3B1,1 Familial Atrial Fibrillation,20q13.12,Arsenic,45,F,45,45,100,Rosella Won
Doreen Mcbean,6050822350366,GM,DYNC2H1,Hemolytic Uremic Syndrome,1p31.3,,45,M,45,45,100,Garfield Tooker
Aleida Sylvain,6458067085881,EG,GNPTG,Alzheimer Disease 16 Alzheimers Disease,6p21.32,Arsenic,45,F,45,45,100,Theresia Mungo
Douglas Mcelyea,7130200054567,BO,FCRL4,Isolated Hyperchlorhidrosis Hypoxia,2q37.3,,45,M,45,45,100,Wilson Peaslee
Genie Kolman,3134145110727,SV,CLLU1,Esophageal Squamous Cell Carcinoma,10q23.31,Methylene chloride,45,F,45,45,100,Enid Lague
Ardella Truluck,2342528566850,BT,DDX3X,Atherosclerosis,12p12.1,Hydrogen sulfide,45,F,45,45,100,Cathleen Wilmoth
Aretha Newlin,4271136257753,RE,HOXB2,Hypertension,11q12.3,13-Butadiene,45,M,45,45,100,Virgina Line
Naida Gosney,1411387617883,TK,IGLV1-51,Adult,17q21.31,Hydrogen sulfide,45,F,45,45,100,Yuko Tapia
Rosio Sivils,1743812433753,ZM,DEPDC5,Microcephaly,9p13.3,,45,M,45,45,100,Blake Gladding
Mellie Suydam,3768564644430,CG,IL17RD,Ciliary Dyskinesia,12p13.3-p11.2,Methylene chloride,45,M,45,45,100,Liliana Mckean
Lakiesha Via,8481558851211,DO,IRF5,Alzheimer Disease Type 2 Alzheimers Disease,2p11.2,Formaldehyde,45,F,45,45,100,Dominick Bird
Stefani Bachicha ,5445447231068,MW,E4F1,Mental Retardation,5q35.2,,45,M,45,45,100,Lyda Hardegree
Sol Loper,7565054322432,BB,EMILIN2,Multiple Joint Dislocations,1p36.22,Methylene chloride,45,M,45,45,100,Cathleen Wilmoth
Sol Loper,3786435376074,NU,ITGAM,Down Syndrome Anophthalmia/microphthalmia,1p35.1,,45,F,45,45,100,Ulrike Donaghy
Wilson Peaslee,6301518652085,MP,CA12,Pancreatic Ductal Adenocarcinoma,4q35-qter,,45,M,45,45,100,Renea Moreira
Alina Finneran,1175454182785,PR,AIS3,Leucine-Sensitive Hypoglycemia Of Infancy,14q12,,45,F,45,45,100,Roxane Digby
Miss Parra,8883242331841,UA,DSCR8,Lethal Neonatal,10q24.31,,45,M,45,45,100,Bennie Bolles
Aleshia Daw,6110545135302,MP,DECR1,Farber Lipogranulomatosis Lipogranulomatosis,3p25.3,,45,F,45,45,100,Kenyetta Jungers
Virgina Line,8808572330722,YT,EIF3I,Ossifying Fibromyxoid Tumor,6p21.1,Solvents,45,F,45,45,100,Nicki Nevers
Suzann Spafford,6867753422283,LA,ACAN,Attention Deficit Hyperactivity Disorder,1p31.3,,45,F,45,45,100,Viviana Millner
Adriana Nease,1015138223521,TL,APOBEC1,X-Linked 2,2p16.2,Metals toxic,45,F,45,45,100,Carmine Shanahan
Page Blanke,1421030001433,DM,CCNDBP1,Oligoarticular Juvenile Arthritis Polyarticular Onset Juvenile Idiopathic Arthritis,3q21.3,Formaldehyde,45,M,45,45,100,Corazon Warren
Delorse Holquin,5165027813653,FR,ATP2A1,Differentiating Neuroblastoma Ellis-Van Creveld Syndrome,19p13.3,,45,F,45,45,100,Marcelina Crume
Inga Harte,1733775088823,IL,C2CD3,Thyrotoxic Periodic Paralysis Megalencephalic Leukoencephalopathy With Subcortical Cysts,21q22.3,,45,F,45,45,100,Earl Caddell
Wynona Doby,8162454627222,GP,C2orf71,Mongolian Spot,14q12,Hydrogen sulfide,45,M,45,45,100,Maribel Parras
Olin Drye,1567718035628,MN,CXCL5,Leber Congenital Amaurosis 4,13q33.2,Hydrogen sulfide,45,F,45,45,100,Dannielle Heffley
Bart Trott,0317442862731,MT,APLN,Osteoporosis,19q13.2,,45,F,45,45,100,Frederic Hottle
Janet Gaillard,3161227886078,TD,IBD15,Acute Myeloid Leukemia,6q23.2,Methylene chloride,45,F,45,45,100,Brenda RubinoJona Goldsmith
Nettie Raub,1874178325368,HN,HOXA@,Alopecia,12q13.13,,45,F,45,45,100,Elizabet Hafner
Larraine Bouska,2324074462875,SY,EGID-7795,Alzheimers Disease Alzheimer Disease 6,12q13.3,Methylene chloride,45,F,45,45,100,Lashunda Porta
Tammera Schwarz,6558177047162,PS,CALY,Hereditary Hemorrhagic Telangiectasia,17q21.31,Asphalt fumes,45,M,45,45,100,Janet Gaillard
Merrilee Girton,1871425285847,TG,BFSP2,Osteoporosis,9q22.33,Diesel exhaust,45,F,45,45,100,Suzanna Amar
Leland Catalan,6605785788043,MP,ACPP,Phelan-Mcdermid Syndrome,6p12.2,Chromium,45,M,45,45,100,Jeffie Feltmann
Jamie Glick,7736643180536,BB,ATP5G2P2,Thyroid Adenoma,22q11.1,13-Butadiene,45,F,45,45,100,Ebony Cobbs
Roberto Mangum,7683241042478,GF,DUP3Q29,Type 2 Diabetes Mellitus,5p15.33,13-Butadiene,45,M,45,45,100,Olympia Swartwood
Diamond Verge,5768332211701,AN,ADAM21P1,Asperger Syndrome Susceptibility 4,16q13-q21,Formaldehyde,45,F,45,45,100,Moshe Rames
Francisco Papadopoulos,1431551808233,MF,DEL6Q24Q25,Melanoma Skin Conditions,HSCHR6_MHC_QBLp22.1,,45,M,45,45,100,Richie Regina
Josephine Bunner,1877475534658,SX,IGAN2,Esophageal Cancer Esophageal Squamous Cell Carcinoma,9p21.2,,45,F,45,45,100,Pamala Delmont
Fidel Breitenbach,0245485157272,VI,CDR3,Acute Lymphoblastic Leukemia,19p13.3,,45,M,45,45,100,Cassi Camacho
Darci Pleas,8523160868041,CG,EPB41L2,Obesity Bmiq10 Obesity,4q32.1,Formaldehyde,45,F,45,45,100,Dannielle Heffley
Darci Pleas,6754054170176,WF,H3F3C,Androgenetic,HSCHR6_MHC_APDp21.32,Formaldehyde,45,M,45,45,100,Mariette Zeolla
Olympia Carmack,3528711720105,CO,DPP7,Systemic Lupus Erythematosus,5q14.1,Solvents,45,F,45,45,100,Tynisha Whittlesey
Thora Krikorian,8323521101850,VG,IFIT2,Ulcerative Colitis,17q24.2,,45,M,45,45,45,Lewis Agrawal
Kenyatta Marksberry,5145503372411,AI,L2HGDH,Non-Hodgkin Lymphoma Chronic Myeloid Leukemia,13q13.1,Solvents,45,F,45,45,100,Jim Fabre
Boyce Filler,6711126770006,SV,GPR182,Abdominal Aortic Aneurysm,6q25.3,,45,M,45,45,100,Laine Earnest
Annmarie Sublett,3542828231156,GF,BP1,Autism Susceptibility 1,6q23.3,Lead,45,F,45,45,100,Tyron Hakes
Julianna Ewert,5861538665342,CF,APP,Farber Lipogranulomatosis Lipogranulomatosis,3q28,Beryllium,45,M,45,45,45,Alanna Blanton
Willy Horne,0003780687530,OM,GALNT3,Ichthyosis,3q12.3,,45,M,45,45,100,Melina Botts
Carmine Shanahan,3140881777415,BB,ARHGEF19,With Genital Anomalies,Xp22.3,,45,F,45,45,100,Wilma Terrones
Cora Pond,0482816308463,FM,DDX6P2,Neonatal Candidiasis,6q21,,45,M,45,45,100,Barry Almquist
Stefania Sigler,0236376827227,DM,GALE,Acetyl-Coa Carboxylase Deficiency,2q21.3,,45,F,45,45,100,Kenyatta Marksberry
Lynell Degen,6822100807751,PS,FAM27L,Mutism,13q14.11,,45,F,45,45,100,Niki Michelle
Kallie Hedge,1536250402577,KY,IER5,Recessive Dystrophic Epidermolysis Bullosa,8p11.21,Formaldehyde,45,M,45,45,100,Florencio Poudrier
Tamika Grange,0012627560440,KH,AKAP12,Spindle Cell Hemangioma,11q25-qter,Solvents,45,F,45,45,45,Althea Larsen
Noelia Quint,2401414134163,JP,INA,Inflammatory Bowel Disease Crohns Disease,15q23,Chromium,45,F,45,45,100,Estela Stricker
Young Meriwether,0780472446382,EE,CAV2,Nemaline Myopathy 9,Xq21.1,,45,F,45,45,100,Carletta Houde
Barbra Baumeister,8574047541406,ML,10-Feb,Bleeding Disorder,7q36.1,Solvents,45,M,45,45,100,Lori Mose
Jennell Cupit,5765070771328,OM,CMC1,Acute Lymphoblastic Leukemia Lymphoblastic Leukemia,HSCHR6_MHC_MANNp22.1,Arsenic,45,F,45,45,100,Shonna Mixer
Elisha ModlinKathleen Lavoie,5523715752562,JM,DEFB126,Hiv-1,16q13-q21,Hydrogen sulfide,45,M,45,45,100,Shari Amezquita
Cheryl Lyvers,3242420161730,ER,INPP5A,Ischemia Brain Ischemia,4q12,,45,F,45,45,100,Genie Kolman
Marguerite Taliaferro,6550074887785,CO,ATRX,Asthma-Related Traits 4 Asthma,10q23.33,Lead,45,F,45,45,100,Isabelle Gramling
Elton Fisch,2068522228254,EG,BAIAP2L1,Alexithymia,1q42.13,Formaldehyde,45,F,45,45,100,Roxane Digby
Mauro Aliff,0778405031647,AI,ENSG00000224487,Atopic 7 Dermatitis,12q13.2,,45,M,45,45,100,Jacquiline Brite
Rosalie Sellers,6804630884248,IL,BCC1,Hepatocellular Carcinoma,10q23-q24,Metals toxic,45,F,45,45,100,Verdell Bulman
Trudi Noonan,5182351505807,MO,FBXW7,Ependymoma Chondroid Lipoma,11q23.2,Methylene chloride,45,M,45,45,45,Jacquiline Brite
Marielle Pietrowski,7172153826830,FO,CDR3,Basal Cell Carcinoma 3 Basal Cell Carcinoma,10p11.22,,45,F,45,45,100,Todd Stannard
Marlys Brevard,8013245168302,BI,GRK4,Pancreatic Ductal Adenocarcinoma,2p23.3,,45,M,45,45,100,Marcelino Salzman
Melina Botts,0032464508660,PL,CD2,Limbic Encephalitis,10q25,Toluene,45,F,45,45,100,Anjelica Danford
Kristopher Tingley,7803677385120,LA,GALE,Menieres Disease,6p21.31,,45,F,45,45,45,Kenda Mcgowan
Cassi Wieder,4530488828776,NE,HNMT,Aica-Ribosiduria Due To Atic Deficiency,7q21.11,,45,F,45,45,100,Ruthe Dazey
Alina Finneran,0008450868156,EG,ADHD4,Coronin-1A Deficiency Triple-A Syndrome,9q22.33,Methylene chloride,45,M,45,45,100,Elton Fisch
Felicia Macken,0126240512172,RU,ATP5G2,Burkitts Lymphoma,1q21.3,,45,F,45,45,100,Ebony Cobbs
Adriana Nease,8552264683132,ZM,HLA-DQA1,Dopamine Receptor D2,2p24.1,Arsenic,45,F,45,45,100,Jere Sakata
Janet Gaillard,8081665180034,MY,KRT15,Aneurysm Aortic Aneurysm,4q13.3,,45,F,45,45,100,Florencio Poudrier
